Entity,Code,Day,total_vaccinations
South Dakota,,2021-07-20,836340
South Dakota,,2021-07-21,836792
South Dakota,,2021-07-22,839940
South Dakota,,2021-07-23,841109
South Dakota,,2021-07-24,842628
South Dakota,,2021-07-25,843069
South Dakota,,2021-07-26,843255
South Dakota,,2021-07-27,845474
South Dakota,,2021-07-28,846690
South Dakota,,2021-07-29,848103
South Dakota,,2021-07-30,849931
South Dakota,,2021-07-31,851237
South Dakota,,2021-08-01,851636
South Dakota,,2021-08-02,851793
South Dakota,,2021-08-03,854287
South Dakota,,2021-08-04,855676
South Dakota,,2021-08-05,857799
South Dakota,,2021-08-06,860188
South Dakota,,2021-08-07,862084
South Dakota,,2021-08-08,862677
South Dakota,,2021-08-09,862788
South Dakota,,2021-08-10,865289
South Dakota,,2021-08-11,866769
South Dakota,,2021-08-12,868447
South Dakota,,2021-08-13,870481
South Dakota,,2021-08-14,872212
South Dakota,,2021-08-15,872832
South Dakota,,2021-08-16,873082
South Dakota,,2021-08-17,875952
South Dakota,,2021-08-18,877662
South Dakota,,2021-08-19,879400
South Dakota,,2021-08-20,881654
South Dakota,,2021-08-21,883740
South Dakota,,2021-08-22,884273
South Dakota,,2021-08-23,884903
South Dakota,,2021-08-24,885107
South Dakota,,2021-08-25,890935
South Dakota,,2021-08-26,893241
South Dakota,,2021-08-27,893855
South Dakota,,2021-08-28,896428
South Dakota,,2021-08-29,899038
South Dakota,,2021-08-30,899312
South Dakota,,2021-08-31,899563
South Dakota,,2021-09-01,905184
South Dakota,,2021-09-02,907402
South Dakota,,2021-09-03,910032
South Dakota,,2021-09-04,912429
South Dakota,,2021-09-07,913607
South Dakota,,2021-09-08,917279
South Dakota,,2021-09-09,919366
South Dakota,,2021-09-10,921523
South Dakota,,2021-09-11,923454
South Dakota,,2021-09-12,923903
South Dakota,,2021-09-13,924149
South Dakota,,2021-09-14,927563
South Dakota,,2021-09-15,929324
South Dakota,,2021-09-16,931234
South Dakota,,2021-09-17,933253
South Dakota,,2021-09-18,935372
South Dakota,,2021-09-19,935805
South Dakota,,2021-09-20,936175
South Dakota,,2021-09-21,939183
South Dakota,,2021-09-22,940720
South Dakota,,2021-09-23,942416
South Dakota,,2021-09-24,944264
South Dakota,,2021-09-25,946118
South Dakota,,2021-09-26,946917
South Dakota,,2021-09-27,947285
South Dakota,,2021-09-28,951491
South Dakota,,2021-09-29,954292
South Dakota,,2021-09-30,957432
South Dakota,,2021-10-01,960781
South Dakota,,2021-10-02,963386
South Dakota,,2021-10-03,963946
South Dakota,,2021-10-04,964117
South Dakota,,2021-10-05,967633
South Dakota,,2021-10-21,996850
South Dakota,,2021-10-22,999693
South Dakota,,2021-10-23,1002759
South Dakota,,2021-10-24,1003394
South Dakota,,2021-10-25,1003680
South Dakota,,2021-10-26,1003861
South Dakota,,2021-10-27,1012993
South Dakota,,2021-10-28,1016852
South Dakota,,2021-10-29,1021666
South Dakota,,2021-10-30,1027480
South Dakota,,2021-10-31,1028110
South Dakota,,2021-11-01,1028777
South Dakota,,2021-11-02,1037671
South Dakota,,2021-11-03,1038214
South Dakota,,2021-11-04,1047307
South Dakota,,2021-11-05,1053663
South Dakota,,2021-11-06,1059503
South Dakota,,2021-11-07,1060224
South Dakota,,2021-11-08,1060905
South Dakota,,2021-11-09,1068985
South Dakota,,2021-11-10,1072848
South Dakota,,2021-11-12,1078102
South Dakota,,2021-11-13,1086653
South Dakota,,2021-11-14,1087380
South Dakota,,2021-11-15,1087703
South Dakota,,2021-11-16,1095618
South Dakota,,2021-11-17,1100793
South Dakota,,2021-11-18,1105423
South Dakota,,2021-11-19,1110547
South Dakota,,2021-11-20,1114680
South Dakota,,2021-11-21,1115593
South Dakota,,2021-11-22,1116190
South Dakota,,2021-11-23,1120690
South Dakota,,2021-11-24,1135140
South Dakota,,2021-11-29,1140967
South Dakota,,2021-11-30,1149804
South Dakota,,2021-12-01,1154511
South Dakota,,2021-12-02,1159322
South Dakota,,2021-12-03,1167120
South Dakota,,2021-12-04,1173657
South Dakota,,2021-12-05,1174889
South Dakota,,2021-12-06,1175872
South Dakota,,2021-12-07,1185420
South Dakota,,2021-12-08,1186299
South Dakota,,2021-12-09,1194191
South Dakota,,2021-12-10,1199666
South Dakota,,2021-12-11,1204176
South Dakota,,2021-12-12,1204833
South Dakota,,2021-12-13,1205150
South Dakota,,2021-12-14,1211872
South Dakota,,2021-12-15,1215722
South Dakota,,2021-12-16,1219474
South Dakota,,2021-12-17,1223475
South Dakota,,2021-12-18,1226531
South Dakota,,2021-12-19,1227259
South Dakota,,2021-12-20,1227865
South Dakota,,2021-12-21,1234453
South Dakota,,2021-12-22,1239559
South Dakota,,2021-12-23,1243823
South Dakota,,2021-12-27,1248921
South Dakota,,2021-12-28,1254825
South Dakota,,2021-12-29,1257899
South Dakota,,2021-12-30,1261116
South Dakota,,2022-01-04,1271765
South Dakota,,2022-01-05,1274364
South Dakota,,2022-01-06,1276844
South Dakota,,2022-01-07,1279976
South Dakota,,2022-01-08,1282812
South Dakota,,2022-01-09,1283628
South Dakota,,2022-01-10,1283823
South Dakota,,2022-01-11,1289562
South Dakota,,2022-01-12,1292155
South Dakota,,2022-01-13,1294262
South Dakota,,2022-01-14,1296887
South Dakota,,2022-01-15,1299310
South Dakota,,2022-01-18,1300125
South Dakota,,2022-01-19,1306907
South Dakota,,2022-01-20,1308784
South Dakota,,2022-01-21,1310972
South Dakota,,2022-01-22,1313405
South Dakota,,2022-01-23,1313802
South Dakota,,2022-01-24,1313954
South Dakota,,2022-01-25,1317246
South Dakota,,2022-01-26,1318901
South Dakota,,2022-01-27,1320647
South Dakota,,2022-01-28,1322627
South Dakota,,2022-01-29,1324376
South Dakota,,2022-01-30,1324773
South Dakota,,2022-01-31,1324918
South Dakota,,2022-02-01,1327536
South Dakota,,2022-02-02,1328960
South Dakota,,2022-02-03,1330763
South Dakota,,2022-02-04,1332279
South Dakota,,2022-02-05,1334014
South Dakota,,2022-02-06,1334377
South Dakota,,2022-02-07,1334487
South Dakota,,2022-02-08,1336693
South Dakota,,2022-02-09,1337840
South Dakota,,2022-02-10,1338962
South Dakota,,2022-02-11,1340391
South Dakota,,2022-02-12,1341485
South Dakota,,2022-02-13,1341796
South Dakota,,2022-02-14,1341911
South Dakota,,2022-02-15,1343596
South Dakota,,2022-02-16,1344431
South Dakota,,2022-02-17,1347735
South Dakota,,2022-02-18,1348907
South Dakota,,2022-02-19,1349798
South Dakota,,2022-02-22,1350168
South Dakota,,2022-02-23,1352341
South Dakota,,2022-02-24,1352959
South Dakota,,2022-02-25,1353863
South Dakota,,2022-02-26,1354512
South Dakota,,2022-02-28,1354745
South Dakota,,2022-03-01,1355996
South Dakota,,2022-03-02,1356717
South Dakota,,2022-03-03,1357476
South Dakota,,2022-03-04,1358325
South Dakota,,2022-03-05,1359355
South Dakota,,2022-03-06,1359525
South Dakota,,2022-03-07,1359570
South Dakota,,2022-03-08,1360525
South Dakota,,2022-03-09,1361178
South Dakota,,2022-03-10,1361824
South Dakota,,2022-03-11,1362541
South Dakota,,2022-03-12,1363212
South Dakota,,2022-03-13,1363459
South Dakota,,2022-03-14,1363509
South Dakota,,2022-03-15,1364375
South Dakota,,2022-03-16,1365121
South Dakota,,2022-03-17,1365848
South Dakota,,2022-03-18,1366541
South Dakota,,2022-03-19,1367155
South Dakota,,2022-03-20,1367372
South Dakota,,2022-03-21,1367422
South Dakota,,2022-03-22,1368137
South Dakota,,2022-03-23,1368720
South Dakota,,2022-03-24,1369399
South Dakota,,2022-03-25,1369982
South Dakota,,2022-03-26,1370650
South Dakota,,2022-03-27,1370811
South Dakota,,2022-03-28,1370851
South Dakota,,2022-03-29,1371592
South Dakota,,2022-03-30,1373393
South Dakota,,2022-03-31,1374021
South Dakota,,2022-04-01,1374807
South Dakota,,2022-04-02,1376214
South Dakota,,2022-04-03,1376572
South Dakota,,2022-04-04,1376651
South Dakota,,2022-04-05,1378723
South Dakota,,2022-04-06,1380000
South Dakota,,2022-04-07,1382381
South Dakota,,2022-04-08,1383668
South Dakota,,2022-04-09,1385128
South Dakota,,2022-04-10,1385487
South Dakota,,2022-04-11,1385598
South Dakota,,2022-04-12,1387606
South Dakota,,2022-04-13,1390071
South Dakota,,2022-04-14,1392124
South Dakota,,2022-04-15,1393730
South Dakota,,2022-04-17,1394240
South Dakota,,2022-04-18,1394313
South Dakota,,2022-04-19,1394354
South Dakota,,2022-04-20,1394587
South Dakota,,2022-04-21,1401226
South Dakota,,2022-04-23,1404737
South Dakota,,2022-04-24,1405073
South Dakota,,2022-04-25,1405137
South Dakota,,2022-04-26,1407334
South Dakota,,2022-04-27,1408666
South Dakota,,2022-04-29,1412012
South Dakota,,2022-04-30,1414095
South Dakota,,2022-05-01,1414365
South Dakota,,2022-05-02,1414457
South Dakota,,2022-05-03,1416807
South Dakota,,2022-05-04,1418228
South Dakota,,2022-05-05,1418524
South Dakota,,2022-05-06,1421381
South Dakota,,2022-05-07,1422686
South Dakota,,2022-05-08,1423010
South Dakota,,2022-05-09,1423074
South Dakota,,2022-05-10,1424672
South Dakota,,2022-05-12,1427040
South Dakota,,2022-05-13,1428499
South Dakota,,2022-05-14,1429728
South Dakota,,2022-05-15,1429957
South Dakota,,2022-05-16,1430008
South Dakota,,2022-05-17,1431595
South Dakota,,2022-05-18,1432666
South Dakota,,2022-05-19,1433822
South Dakota,,2022-05-20,1434972
South Dakota,,2022-05-21,1436171
South Dakota,,2022-05-22,1436475
South Dakota,,2022-05-23,1436571
South Dakota,,2022-05-24,1436729
South Dakota,,2022-05-25,1438665
South Dakota,,2022-05-26,1439796
South Dakota,,2022-05-27,1441270
South Dakota,,2022-05-31,1443730
South Dakota,,2022-06-01,1445096
South Dakota,,2022-06-02,1445954
South Dakota,,2022-06-03,1447085
South Dakota,,2022-06-04,1447340
South Dakota,,2022-06-05,1447514
South Dakota,,2022-06-06,1447559
South Dakota,,2022-06-07,1449681
South Dakota,,2022-06-08,1450718
South Dakota,,2022-06-09,1451667
South Dakota,,2022-06-10,1452826
South Dakota,,2022-06-11,1453930
South Dakota,,2022-06-12,1454184
South Dakota,,2022-06-13,1454211
South Dakota,,2022-06-14,1455358
South Dakota,,2022-06-15,1456238
South Dakota,,2022-06-16,1456433
South Dakota,,2022-06-22,1460363
South Dakota,,2022-06-29,1464266
South Dakota,,2022-07-06,1468523
South Dakota,,2022-07-13,1473272
South Dakota,,2022-07-20,1474682
South Dakota,,2022-07-27,1487132
South Dakota,,2022-08-03,1493218
South Dakota,,2022-08-10,1498402
South Dakota,,2022-08-17,1503323
South Dakota,,2022-08-24,1507783
South Dakota,,2022-08-31,1511407
South Dakota,,2022-09-07,1513618
South Dakota,,2022-09-14,1518079
South Dakota,,2022-09-21,1525909
South Dakota,,2022-09-28,1536133
South Dakota,,2022-10-05,1547720
South Dakota,,2022-10-12,1549967
South Dakota,,2022-10-19,1565885
South Dakota,,2022-10-26,1596076
South Dakota,,2022-11-02,1599049
South Dakota,,2022-11-09,1611625
South Dakota,,2022-11-16,1622261
South Dakota,,2022-11-23,1623890
South Dakota,,2022-11-30,1638358
South Dakota,,2022-12-07,1645763
South Dakota,,2022-12-14,1652769
South Dakota,,2022-12-21,1653426
South Dakota,,2022-12-28,1656461
South Dakota,,2023-01-04,1660369
South Dakota,,2023-01-11,1661156
South Dakota,,2023-01-18,1664142
South Dakota,,2023-01-25,1669619
South Dakota,,2023-02-01,1672091
South Dakota,,2023-02-08,1674321
South Dakota,,2023-02-15,1676261
South Dakota,,2023-02-22,1676738
South Dakota,,2023-03-01,1678911
South Dakota,,2023-03-08,1679313
South Dakota,,2023-03-15,1681723
South Dakota,,2023-03-22,1682104
South Dakota,,2023-03-29,1684171
Tennessee,,2021-01-12,251257
Tennessee,,2021-01-13,264713
Tennessee,,2021-01-14,264713
Tennessee,,2021-01-15,303338
Tennessee,,2021-01-19,351813
Tennessee,,2021-01-20,358534
Tennessee,,2021-01-21,375669
Tennessee,,2021-01-22,401595
Tennessee,,2021-01-23,424152
Tennessee,,2021-01-24,452042
Tennessee,,2021-01-25,462646
Tennessee,,2021-01-26,467933
Tennessee,,2021-01-27,487632
Tennessee,,2021-01-28,510050
Tennessee,,2021-01-29,545921
Tennessee,,2021-01-30,574142
Tennessee,,2021-01-31,609213
Tennessee,,2021-02-01,627911
Tennessee,,2021-02-02,631885
Tennessee,,2021-02-03,657819
Tennessee,,2021-02-04,684242
Tennessee,,2021-02-05,718487
Tennessee,,2021-02-06,752298
Tennessee,,2021-02-07,791023
Tennessee,,2021-02-08,805720
Tennessee,,2021-02-09,812079
Tennessee,,2021-02-10,839686
Tennessee,,2021-02-11,866352
Tennessee,,2021-02-12,901616
Tennessee,,2021-02-13,926787
Tennessee,,2021-02-14,967085
Tennessee,,2021-02-16,992988
Tennessee,,2021-02-17,999517
Tennessee,,2021-02-18,1014351
Tennessee,,2021-02-19,1083579
Tennessee,,2021-02-20,1097826
Tennessee,,2021-02-22,1130834
Tennessee,,2021-02-23,1139836
Tennessee,,2021-02-24,1175995
Tennessee,,2021-02-25,1210159
Tennessee,,2021-02-26,1257333
Tennessee,,2021-02-27,1301529
Tennessee,,2021-02-28,1359382
Tennessee,,2021-03-01,1394659
Tennessee,,2021-03-02,1405604
Tennessee,,2021-03-03,1455498
Tennessee,,2021-03-04,1492576
Tennessee,,2021-03-05,1540428
Tennessee,,2021-03-06,1580755
Tennessee,,2021-03-07,1634598
Tennessee,,2021-03-08,1659254
Tennessee,,2021-03-09,1667642
Tennessee,,2021-03-10,1711512
Tennessee,,2021-03-11,1757433
Tennessee,,2021-03-12,1812050
Tennessee,,2021-03-13,1865861
Tennessee,,2021-03-14,1921346
Tennessee,,2021-03-15,1952377
Tennessee,,2021-03-16,1960657
Tennessee,,2021-03-17,2007555
Tennessee,,2021-03-18,2054500
Tennessee,,2021-03-19,2093850
Tennessee,,2021-03-20,2141857
Tennessee,,2021-03-21,2198555
Tennessee,,2021-03-22,2231739
Tennessee,,2021-03-23,2246032
Tennessee,,2021-03-24,2297569
Tennessee,,2021-03-25,2353612
Tennessee,,2021-03-26,2416556
Tennessee,,2021-03-27,2477807
Tennessee,,2021-03-28,2545370
Tennessee,,2021-03-29,2582046
Tennessee,,2021-03-30,2596336
Tennessee,,2021-03-31,2655309
Tennessee,,2021-04-01,2725411
Tennessee,,2021-04-02,2789616
Tennessee,,2021-04-03,2863871
Tennessee,,2021-04-04,2905011
Tennessee,,2021-04-05,2928922
Tennessee,,2021-04-06,2934834
Tennessee,,2021-04-07,2988934
Tennessee,,2021-04-08,3058344
Tennessee,,2021-04-09,3122632
Tennessee,,2021-04-10,3189476
Tennessee,,2021-04-11,3255070
Tennessee,,2021-04-12,3286379
Tennessee,,2021-04-13,3299283
Tennessee,,2021-04-14,3320761
Tennessee,,2021-04-15,3382287
Tennessee,,2021-04-16,3445369
Tennessee,,2021-04-17,3501468
Tennessee,,2021-04-18,3562769
Tennessee,,2021-04-19,3583674
Tennessee,,2021-04-20,3597623
Tennessee,,2021-04-21,3644333
Tennessee,,2021-04-22,3699866
Tennessee,,2021-04-23,3751807
Tennessee,,2021-04-24,3803194
Tennessee,,2021-04-25,3855241
Tennessee,,2021-04-26,3877011
Tennessee,,2021-04-27,3889164
Tennessee,,2021-04-28,3925360
Tennessee,,2021-04-29,3968801
Tennessee,,2021-04-30,4009536
Tennessee,,2021-05-01,4055175
Tennessee,,2021-05-02,4095246
Tennessee,,2021-05-03,4109573
Tennessee,,2021-05-04,4116429
Tennessee,,2021-05-05,4150612
Tennessee,,2021-05-06,4204260
Tennessee,,2021-05-07,4260327
Tennessee,,2021-05-08,4306550
Tennessee,,2021-05-09,4346845
Tennessee,,2021-05-10,4368871
Tennessee,,2021-05-11,4385873
Tennessee,,2021-05-12,4410423
Tennessee,,2021-05-13,4436045
Tennessee,,2021-05-14,4462860
Tennessee,,2021-05-15,4511374
Tennessee,,2021-05-16,4572341
Tennessee,,2021-05-17,4593848
Tennessee,,2021-05-18,4602551
Tennessee,,2021-05-19,4624105
Tennessee,,2021-05-20,4650520
Tennessee,,2021-05-21,4678737
Tennessee,,2021-05-22,4709229
Tennessee,,2021-05-23,4733574
Tennessee,,2021-05-24,4745708
Tennessee,,2021-05-25,4753434
Tennessee,,2021-05-26,4771823
Tennessee,,2021-05-27,4790132
Tennessee,,2021-05-28,4807167
Tennessee,,2021-05-29,4824878
Tennessee,,2021-05-30,4843465
Tennessee,,2021-06-01,4858223
Tennessee,,2021-06-02,4862445
Tennessee,,2021-06-03,4873939
Tennessee,,2021-06-04,4888109
Tennessee,,2021-06-05,4906946
Tennessee,,2021-06-06,4907056
Tennessee,,2021-06-07,4920884
Tennessee,,2021-06-08,4929690
Tennessee,,2021-06-09,4944356
Tennessee,,2021-06-10,4963190
Tennessee,,2021-06-11,4963190
Tennessee,,2021-06-12,4984728
Tennessee,,2021-06-13,5003929
Tennessee,,2021-06-14,5053407
Tennessee,,2021-06-15,5071553
Tennessee,,2021-06-16,5088740
Tennessee,,2021-06-17,5110100
Tennessee,,2021-06-18,5123965
Tennessee,,2021-06-19,5140035
Tennessee,,2021-06-20,5152810
Tennessee,,2021-06-21,5163651
Tennessee,,2021-06-22,5168874
Tennessee,,2021-06-23,5178561
Tennessee,,2021-06-24,5189585
Tennessee,,2021-06-25,5201921
Tennessee,,2021-06-26,5216022
Tennessee,,2021-06-27,5237841
Tennessee,,2021-06-28,5259128
Tennessee,,2021-06-29,5263231
Tennessee,,2021-06-30,5272627
Tennessee,,2021-07-01,5283873
Tennessee,,2021-07-02,5297015
Tennessee,,2021-07-03,5476515
Tennessee,,2021-07-04,5486785
Tennessee,,2021-07-06,5496489
Tennessee,,2021-07-07,5498672
Tennessee,,2021-07-08,5508741
Tennessee,,2021-07-09,5519682
Tennessee,,2021-07-10,5530977
Tennessee,,2021-07-11,5544142
Tennessee,,2021-07-12,5550888
Tennessee,,2021-07-13,5556029
Tennessee,,2021-07-14,5565729
Tennessee,,2021-07-15,5576501
Tennessee,,2021-07-16,5587709
Tennessee,,2021-07-17,5598022
Tennessee,,2021-07-18,5609046
Tennessee,,2021-07-19,5616439
Tennessee,,2021-07-20,5620170
Tennessee,,2021-07-21,5630436
Tennessee,,2021-07-22,5644363
Tennessee,,2021-07-23,5656475
Tennessee,,2021-07-24,5669440
Tennessee,,2021-07-25,5683642
Tennessee,,2021-07-26,5693429
Tennessee,,2021-07-27,5699976
Tennessee,,2021-07-28,5711164
Tennessee,,2021-07-29,5725029
Tennessee,,2021-07-30,5740190
Tennessee,,2021-07-31,5755732
Tennessee,,2021-08-01,5772001
Tennessee,,2021-08-02,5783689
Tennessee,,2021-08-03,5792107
Tennessee,,2021-08-04,5805067
Tennessee,,2021-08-05,5822662
Tennessee,,2021-08-06,5839810
Tennessee,,2021-08-07,5858066
Tennessee,,2021-08-08,5876793
Tennessee,,2021-08-09,5891179
Tennessee,,2021-08-10,5901513
Tennessee,,2021-08-11,5915159
Tennessee,,2021-08-12,5928462
Tennessee,,2021-08-13,5948040
Tennessee,,2021-08-14,5971286
Tennessee,,2021-08-15,5991013
Tennessee,,2021-08-16,6006963
Tennessee,,2021-08-17,6018549
Tennessee,,2021-08-18,6036973
Tennessee,,2021-08-19,6059413
Tennessee,,2021-08-20,6082763
Tennessee,,2021-08-21,6106855
Tennessee,,2021-08-22,6132186
Tennessee,,2021-08-23,6150954
Tennessee,,2021-08-24,6163529
Tennessee,,2021-08-25,6183614
Tennessee,,2021-08-26,6209091
Tennessee,,2021-08-27,6233805
Tennessee,,2021-08-28,6259750
Tennessee,,2021-08-29,6260373
Tennessee,,2021-08-30,6260512
Tennessee,,2021-08-31,6322024
Tennessee,,2021-09-01,6343480
Tennessee,,2021-09-02,6369444
Tennessee,,2021-09-03,6393080
Tennessee,,2021-09-04,6416526
Tennessee,,2021-09-07,6417238
Tennessee,,2021-09-08,6481084
Tennessee,,2021-09-09,6496367
Tennessee,,2021-09-10,6520567
Tennessee,,2021-09-11,6543044
Tennessee,,2021-09-12,6543405
Tennessee,,2021-09-13,6543715
Tennessee,,2021-09-14,6596403
Tennessee,,2021-09-15,6614144
Tennessee,,2021-09-16,6634734
Tennessee,,2021-09-17,6654437
Tennessee,,2021-09-18,6674595
Tennessee,,2021-09-19,6674922
Tennessee,,2021-09-20,6674946
Tennessee,,2021-09-21,6722062
Tennessee,,2021-09-22,6736520
Tennessee,,2021-09-23,6755410
Tennessee,,2021-09-24,6769796
Tennessee,,2021-09-25,6789729
Tennessee,,2021-09-26,6790143
Tennessee,,2021-09-27,6790216
Tennessee,,2021-09-28,6830536
Tennessee,,2021-09-29,6852825
Tennessee,,2021-09-30,6875072
Tennessee,,2021-10-01,6897008
Tennessee,,2021-10-02,6911589
Tennessee,,2021-10-03,6911738
Tennessee,,2021-10-04,6911738
Tennessee,,2021-10-05,6984863
Tennessee,,2021-10-06,7002461
Tennessee,,2021-10-07,7018075
Tennessee,,2021-10-08,7049724
Tennessee,,2021-10-09,7071558
Tennessee,,2021-10-12,7117565
Tennessee,,2021-10-13,7131461
Tennessee,,2021-10-14,7153656
Tennessee,,2021-10-15,7172617
Tennessee,,2021-10-16,7188007
Tennessee,,2021-10-17,7188445
Tennessee,,2021-10-18,7188491
Tennessee,,2021-10-19,7229791
Tennessee,,2021-10-20,7243138
Tennessee,,2021-10-21,7259764
Tennessee,,2021-10-22,7276374
Tennessee,,2021-10-23,7292468
Tennessee,,2021-10-24,7292825
Tennessee,,2021-10-25,7292825
Tennessee,,2021-10-26,7338536
Tennessee,,2021-10-27,7364052
Tennessee,,2021-10-28,7397726
Tennessee,,2021-10-29,7428473
Tennessee,,2021-10-30,7457053
Tennessee,,2021-10-31,7457778
Tennessee,,2021-11-01,7457981
Tennessee,,2021-11-02,7513124
Tennessee,,2021-11-03,7534365
Tennessee,,2021-11-04,7558106
Tennessee,,2021-11-05,7577527
Tennessee,,2021-11-06,7598741
Tennessee,,2021-11-07,7599799
Tennessee,,2021-11-08,7599940
Tennessee,,2021-11-09,7658125
Tennessee,,2021-11-10,7731027
Tennessee,,2021-11-12,7786815
Tennessee,,2021-11-13,7809231
Tennessee,,2021-11-14,7809873
Tennessee,,2021-11-15,7810020
Tennessee,,2021-11-16,7867122
Tennessee,,2021-11-17,7913957
Tennessee,,2021-11-18,7940729
Tennessee,,2021-11-19,7966125
Tennessee,,2021-11-20,7992715
Tennessee,,2021-11-21,7993403
Tennessee,,2021-11-22,7993403
Tennessee,,2021-11-23,8054642
Tennessee,,2021-11-24,8081410
Tennessee,,2021-11-29,8141958
Tennessee,,2021-11-30,8175906
Tennessee,,2021-12-01,8201450
Tennessee,,2021-12-02,8234345
Tennessee,,2021-12-03,8259043
Tennessee,,2021-12-04,8301360
Tennessee,,2021-12-05,8301835
Tennessee,,2021-12-06,8301992
Tennessee,,2021-12-07,8376573
Tennessee,,2021-12-08,8402549
Tennessee,,2021-12-09,8432555
Tennessee,,2021-12-10,8459129
Tennessee,,2021-12-11,8485493
Tennessee,,2021-12-12,8485811
Tennessee,,2021-12-13,8485811
Tennessee,,2021-12-14,8540188
Tennessee,,2021-12-15,8564176
Tennessee,,2021-12-16,8649467
Tennessee,,2021-12-17,8673544
Tennessee,,2021-12-18,8695596
Tennessee,,2021-12-19,8695905
Tennessee,,2021-12-20,8695949
Tennessee,,2021-12-21,8754033
Tennessee,,2021-12-22,8778993
Tennessee,,2021-12-23,8809725
Tennessee,,2021-12-27,8839300
Tennessee,,2021-12-28,8878367
Tennessee,,2021-12-29,8896844
Tennessee,,2021-12-30,8922799
Tennessee,,2022-01-04,8999662
Tennessee,,2022-01-05,9013128
Tennessee,,2022-01-06,9033505
Tennessee,,2022-01-07,9054813
Tennessee,,2022-01-08,9069129
Tennessee,,2022-01-09,9069222
Tennessee,,2022-01-10,9069224
Tennessee,,2022-01-11,9103413
Tennessee,,2022-01-12,9119325
Tennessee,,2022-01-13,9138553
Tennessee,,2022-01-14,9155707
Tennessee,,2022-01-15,9173304
Tennessee,,2022-01-18,9210682
Tennessee,,2022-01-19,9218644
Tennessee,,2022-01-20,9231760
Tennessee,,2022-01-21,9243319
Tennessee,,2022-01-22,9252075
Tennessee,,2022-01-23,9252234
Tennessee,,2022-01-24,9252234
Tennessee,,2022-01-25,9269961
Tennessee,,2022-01-26,9277944
Tennessee,,2022-01-27,9298258
Tennessee,,2022-01-28,9314536
Tennessee,,2022-01-29,9325246
Tennessee,,2022-01-30,9325433
Tennessee,,2022-01-31,9325433
Tennessee,,2022-02-01,9350694
Tennessee,,2022-02-02,9359459
Tennessee,,2022-02-03,9370101
Tennessee,,2022-02-04,9379457
Tennessee,,2022-02-05,9387993
Tennessee,,2022-02-06,9388078
Tennessee,,2022-02-07,9388088
Tennessee,,2022-02-08,9404845
Tennessee,,2022-02-09,9412116
Tennessee,,2022-02-10,9420477
Tennessee,,2022-02-11,9428615
Tennessee,,2022-02-12,9436293
Tennessee,,2022-02-13,9436380
Tennessee,,2022-02-14,9436391
Tennessee,,2022-02-15,9453139
Tennessee,,2022-02-16,9459907
Tennessee,,2022-02-17,9489474
Tennessee,,2022-02-18,9545161
Tennessee,,2022-02-19,9551129
Tennessee,,2022-02-22,9565639
Tennessee,,2022-02-23,9570831
Tennessee,,2022-02-24,9577064
Tennessee,,2022-02-25,9583003
Tennessee,,2022-02-26,9589139
Tennessee,,2022-02-28,9589197
Tennessee,,2022-03-01,9601768
Tennessee,,2022-03-02,9607465
Tennessee,,2022-03-03,9613218
Tennessee,,2022-03-04,9618845
Tennessee,,2022-03-05,9624302
Tennessee,,2022-03-06,9624353
Tennessee,,2022-03-07,9624354
Tennessee,,2022-03-08,9634533
Tennessee,,2022-03-09,9638988
Tennessee,,2022-03-10,9644453
Tennessee,,2022-03-11,9648899
Tennessee,,2022-03-12,9653526
Tennessee,,2022-03-13,9653556
Tennessee,,2022-03-14,9653557
Tennessee,,2022-03-15,9661414
Tennessee,,2022-03-16,9665002
Tennessee,,2022-03-17,9669251
Tennessee,,2022-03-18,9673268
Tennessee,,2022-03-19,9677342
Tennessee,,2022-03-20,9677357
Tennessee,,2022-03-21,9677357
Tennessee,,2022-03-22,9685567
Tennessee,,2022-03-23,9689365
Tennessee,,2022-03-24,9693506
Tennessee,,2022-03-25,9697482
Tennessee,,2022-03-26,9701683
Tennessee,,2022-03-27,9701693
Tennessee,,2022-03-28,9701693
Tennessee,,2022-03-29,9709355
Tennessee,,2022-03-30,9714188
Tennessee,,2022-03-31,9718206
Tennessee,,2022-04-01,9723237
Tennessee,,2022-04-02,9730915
Tennessee,,2022-04-03,9730965
Tennessee,,2022-04-04,9730968
Tennessee,,2022-04-05,9755112
Tennessee,,2022-04-06,9762584
Tennessee,,2022-04-07,9770847
Tennessee,,2022-04-08,9780691
Tennessee,,2022-04-09,9791850
Tennessee,,2022-04-10,9791919
Tennessee,,2022-04-11,9791923
Tennessee,,2022-04-12,9814065
Tennessee,,2022-04-13,9824256
Tennessee,,2022-04-14,9835551
Tennessee,,2022-04-15,9845987
Tennessee,,2022-04-17,9856508
Tennessee,,2022-04-18,9856508
Tennessee,,2022-04-19,9880167
Tennessee,,2022-04-20,9887965
Tennessee,,2022-04-21,9897484
Tennessee,,2022-04-23,9913299
Tennessee,,2022-04-24,9913349
Tennessee,,2022-04-25,9913349
Tennessee,,2022-04-26,9927180
Tennessee,,2022-04-27,9932567
Tennessee,,2022-04-29,9946673
Tennessee,,2022-04-30,9954382
Tennessee,,2022-05-01,9954445
Tennessee,,2022-05-02,9954446
Tennessee,,2022-05-03,9965802
Tennessee,,2022-05-04,9971152
Tennessee,,2022-05-05,9979981
Tennessee,,2022-05-06,9986619
Tennessee,,2022-05-07,9992965
